,age_group,age,idx,household,school,workplace
3978,6-18,15,3978,1180,1,
3979,65-90,90,3979,1619,,
3980,19-64,62,3980,1858,,arts
3981,65-90,65,3981,2093,,retail
3982,19-64,19,3982,531,,arts
3983,65-90,71,3983,1983,,
3984,19-64,45,3984,412,,waste management
3985,6-18,16,3985,1863,0,
3986,6-18,6,3986,1801,1,
3987,6-18,16,3987,971,1,
3988,19-64,30,3988,838,,transportation
3989,19-64,19,3989,1163,,retail
3990,19-64,42,3990,1479,,other
3991,6-18,17,3991,1146,1,
3992,6-18,15,3992,1931,1,
3993,19-64,33,3993,604,,health
3994,6-18,8,3994,1069,1,
3995,65-90,69,3995,2058,,
3996,19-64,45,3996,109,,finance
3997,65-90,90,3997,1935,,
3998,19-64,28,3998,323,,retail
3999,0-5,3,3999,406,,
4000,19-64,53,4000,36,,health
4001,6-18,15,4001,1847,1,
4002,19-64,33,4002,1781,,waste management
4003,6-18,11,4003,677,0,
4004,19-64,58,4004,1527,,health
4005,19-64,26,4005,1041,,
4006,0-5,1,4006,1222,,
4007,65-90,74,4007,902,,
4008,65-90,84,4008,1495,,
4009,19-64,49,4009,219,,retail
4010,19-64,56,4010,150,,finance
4011,65-90,68,4011,2073,,
4012,19-64,36,4012,1358,,waste management
4013,19-64,45,4013,1147,,retail
4014,6-18,9,4014,51,1,
4015,19-64,43,4015,517,,public
4016,19-64,54,4016,172,,retail
4017,65-90,76,4017,1981,,
4018,19-64,60,4018,220,,other
4019,19-64,50,4019,710,,finance
4020,19-64,47,4020,1288,,manufacturing
4021,19-64,26,4021,739,,transportation
4022,65-90,70,4022,717,,
4023,0-5,5,4023,982,1,
4024,6-18,7,4024,910,1,
4025,19-64,22,4025,158,,manufacturing
4026,19-64,60,4026,427,,arts
4027,19-64,46,4027,63,,retail
4028,19-64,58,4028,1903,,manufacturing
4029,19-64,58,4029,1930,,arts
4030,19-64,55,4030,1617,,transportation
4031,6-18,13,4031,1698,1,
4032,19-64,25,4032,306,,arts
4033,6-18,11,4033,1042,1,
4034,19-64,51,4034,771,,health
4035,0-5,1,4035,1744,,
4036,6-18,18,4036,1146,1,
4037,65-90,84,4037,1393,,
4038,6-18,15,4038,1113,1,
4039,19-64,54,4039,1212,,health
4040,19-64,47,4040,1076,,retail
4041,19-64,50,4041,1552,,waste management
4042,6-18,15,4042,1508,1,
4043,19-64,60,4043,1498,,health
4044,19-64,29,4044,108,,health
4045,65-90,75,4045,482,,
4046,19-64,46,4046,727,,health
4047,19-64,26,4047,404,,manufacturing
4048,6-18,16,4048,985,1,
4049,19-64,25,4049,1087,0,schools
4050,19-64,25,4050,250,,waste management
4051,19-64,20,4051,1119,,information
4052,19-64,29,4052,1389,,construction
4053,65-90,90,4053,1700,,
4054,19-64,60,4054,935,,other
4055,19-64,52,4055,1481,,finance
4056,19-64,52,4056,1708,,retail
4057,19-64,32,4057,454,,retail
4058,19-64,55,4058,2049,,waste management
4059,19-64,50,4059,815,,retail
4060,6-18,11,4060,478,1,
4061,19-64,55,4061,922,,retail
4062,19-64,22,4062,1685,,manufacturing
4063,6-18,18,4063,1322,1,
4064,19-64,57,4064,1058,,retail
4065,65-90,79,4065,601,,
4066,0-5,0,4066,551,,
4067,19-64,61,4067,1712,,arts
4068,19-64,62,4068,688,,waste management
4069,19-64,42,4069,780,,health
4070,19-64,21,4070,852,,manufacturing
4071,6-18,9,4071,1569,1,
4072,65-90,76,4072,1839,,
4073,19-64,58,4073,615,,waste management
4074,19-64,59,4074,519,,public
4075,19-64,41,4075,918,,health
4076,19-64,41,4076,526,,waste management
4077,65-90,85,4077,691,,
4078,19-64,58,4078,1587,,waste management
4079,19-64,59,4079,768,,finance
4080,6-18,9,4080,1222,1,
4081,65-90,69,4081,1818,,
4082,19-64,42,4082,180,,health
4083,19-64,53,4083,556,,health
4084,65-90,74,4084,1759,,
4085,19-64,56,4085,794,,health
4086,65-90,76,4086,1915,,
4087,19-64,23,4087,749,,transportation
4088,19-64,64,4088,1895,,information
4089,19-64,43,4089,1660,,health
4090,19-64,42,4090,1876,,construction
4091,19-64,62,4091,1906,,arts
4092,19-64,22,4092,162,,health
4093,19-64,59,4093,991,,manufacturing
4094,19-64,27,4094,1208,,construction
4095,19-64,34,4095,674,0,schools
4096,6-18,11,4096,885,0,
4097,19-64,45,4097,180,,health
4098,19-64,35,4098,1025,,health
4099,19-64,56,4099,865,,waste management
4100,6-18,13,4100,1842,1,
4101,19-64,27,4101,81,,manufacturing
4102,19-64,28,4102,1044,,waste management
4103,19-64,19,4103,1690,,public
4104,65-90,76,4104,1541,,
4105,19-64,61,4105,1485,,wholesale
4106,6-18,17,4106,2059,1,
4107,19-64,25,4107,1062,,construction
4108,6-18,17,4108,302,0,
4109,19-64,59,4109,2066,,health
4110,19-64,25,4110,1259,,health
4111,19-64,48,4111,84,,public
4112,19-64,55,4112,1410,,arts
4113,19-64,56,4113,1378,,health
4114,19-64,51,4114,2077,,retail
4115,65-90,86,4115,2041,,
4116,19-64,24,4116,456,,retail
4117,19-64,30,4117,245,,finance
4118,19-64,52,4118,1846,,
4119,19-64,19,4119,1138,,health
4120,0-5,0,4120,1732,,
4121,19-64,46,4121,1555,,arts
4122,6-18,18,4122,625,1,
4123,19-64,47,4123,1864,,health
4124,6-18,17,4124,1224,1,
4125,19-64,38,4125,852,,arts
4126,65-90,73,4126,1240,,
4127,6-18,16,4127,934,1,
4128,19-64,46,4128,1359,,waste management
4129,0-5,3,4129,1773,,
4130,19-64,45,4130,1199,,manufacturing
4131,6-18,12,4131,547,1,
4132,19-64,39,4132,462,,health
4133,65-90,68,4133,885,,
4134,6-18,6,4134,522,1,
4135,6-18,12,4135,1657,1,
4136,6-18,11,4136,1954,0,
4137,19-64,46,4137,737,,health
4138,6-18,10,4138,745,0,
4139,6-18,11,4139,1141,1,
4140,19-64,20,4140,584,,health
4141,19-64,25,4141,507,,public
4142,19-64,52,4142,125,,manufacturing
4143,19-64,64,4143,1664,,retail
4144,19-64,31,4144,549,,transportation
4145,65-90,85,4145,362,,
4146,19-64,20,4146,1626,0,schools
4147,19-64,49,4147,662,,health
4148,19-64,47,4148,1292,,health
4149,19-64,26,4149,1008,,health
4150,65-90,89,4150,1971,,
4151,19-64,58,4151,1877,,retail
4152,19-64,57,4152,811,,finance
4153,19-64,57,4153,1235,,waste management
4154,19-64,41,4154,1228,,construction
4155,19-64,64,4155,741,,waste management
4156,19-64,39,4156,619,,arts
4157,19-64,52,4157,1625,,manufacturing
4158,19-64,30,4158,1137,,manufacturing
4159,65-90,67,4159,1529,,
4160,19-64,27,4160,661,,finance
4161,6-18,12,4161,270,0,
4162,6-18,7,4162,1415,0,
4163,19-64,24,4163,343,,health
4164,19-64,29,4164,569,,
4165,19-64,64,4165,1072,,health
4166,6-18,15,4166,499,0,
4167,19-64,57,4167,477,,retail
4168,19-64,44,4168,1806,,health
4169,19-64,37,4169,392,,wholesale
4170,65-90,68,4170,1339,,
4171,19-64,50,4171,1532,,other
4172,65-90,80,4172,2032,,
4173,6-18,8,4173,1650,1,
4174,65-90,88,4174,2047,,
4175,19-64,52,4175,1333,,waste management
4176,19-64,50,4176,1981,,manufacturing
4177,6-18,12,4177,1652,0,
4178,19-64,55,4178,878,,health
4179,19-64,20,4179,407,,waste management
4180,6-18,18,4180,1294,1,
4181,65-90,81,4181,1094,,
4182,0-5,3,4182,469,,
4183,19-64,40,4183,889,,health
4184,19-64,56,4184,2069,,construction
4185,0-5,5,4185,1779,1,
4186,19-64,52,4186,2022,,other
4187,65-90,86,4187,228,,
4188,65-90,86,4188,1024,,
4189,19-64,25,4189,1180,,finance
4190,19-64,59,4190,1490,,waste management
4191,6-18,6,4191,1640,1,
4192,65-90,81,4192,572,,
4193,19-64,42,4193,352,,health
4194,19-64,39,4194,687,,retail
4195,19-64,32,4195,192,,information
4196,19-64,34,4196,757,,waste management
4197,19-64,30,4197,1667,,other
4198,6-18,15,4198,272,0,
4199,6-18,9,4199,1046,0,
4200,0-5,5,4200,604,0,
4201,19-64,28,4201,255,,transportation
4202,19-64,50,4202,1977,,health
4203,19-64,36,4203,1369,,other
4204,6-18,12,4204,181,1,
4205,19-64,49,4205,1321,,public
4206,6-18,9,4206,842,0,
4207,65-90,83,4207,1737,,
4208,19-64,36,4208,386,,health
4209,19-64,62,4209,292,,health
4210,65-90,82,4210,1807,,
4211,6-18,10,4211,2007,1,
4212,19-64,19,4212,1273,,other
4213,19-64,43,4213,332,,waste management
4214,19-64,53,4214,1729,,health
4215,19-64,51,4215,1450,,waste management
4216,19-64,45,4216,883,,health
4217,19-64,36,4217,855,,arts
4218,19-64,53,4218,1958,,construction
4219,0-5,5,4219,1194,0,
4220,65-90,68,4220,297,,
4221,0-5,3,4221,918,,
4222,6-18,15,4222,1919,1,
4223,19-64,54,4223,182,,construction
4224,65-90,79,4224,1813,,
4225,19-64,45,4225,1040,,manufacturing
4226,19-64,26,4226,1469,,other
4227,65-90,76,4227,1298,,
4228,6-18,15,4228,156,1,
4229,19-64,21,4229,397,1,schools
4230,19-64,27,4230,1350,,waste management
4231,19-64,24,4231,1964,,construction
4232,6-18,11,4232,742,1,
4233,19-64,48,4233,172,,agriculture
4234,0-5,0,4234,559,,
4235,19-64,22,4235,524,,health
4236,19-64,47,4236,918,,construction
4237,65-90,72,4237,1252,,
4238,6-18,8,4238,1954,1,
4239,6-18,10,4239,582,0,
4240,19-64,25,4240,278,,other
4241,0-5,5,4241,87,1,
4242,19-64,45,4242,1091,,manufacturing
4243,19-64,20,4243,339,,finance
4244,19-64,38,4244,1122,,other
4245,19-64,50,4245,1530,,finance
4246,19-64,50,4246,1002,,retail
4247,0-5,5,4247,1604,0,
4248,19-64,56,4248,2060,,transportation
4249,0-5,5,4249,280,0,
4250,19-64,59,4250,1969,,finance
4251,6-18,15,4251,1306,1,
4252,19-64,30,4252,387,,manufacturing
4253,6-18,16,4253,522,1,
4254,19-64,54,4254,783,,retail
4255,6-18,15,4255,2051,1,
4256,19-64,48,4256,1193,,finance
4257,6-18,6,4257,1692,1,
4258,19-64,32,4258,314,,waste management
4259,65-90,83,4259,1637,,
4260,19-64,31,4260,866,,health
4261,19-64,53,4261,2063,,waste management
4262,19-64,40,4262,896,,manufacturing
4263,19-64,19,4263,1426,,finance
4264,19-64,44,4264,179,,health
4265,6-18,16,4265,879,1,
4266,19-64,49,4266,367,,manufacturing
4267,19-64,28,4267,907,,health
4268,19-64,32,4268,1059,,health
4269,0-5,3,4269,1508,,
4270,19-64,36,4270,1079,,retail
4271,6-18,18,4271,58,1,
4272,19-64,27,4272,1036,,health
4273,19-64,22,4273,66,,other
4274,65-90,82,4274,923,,
4275,19-64,58,4275,1819,,
4276,19-64,31,4276,817,,manufacturing
4277,0-5,1,4277,811,,
4278,65-90,69,4278,1616,,
4279,19-64,27,4279,1021,,retail
4280,19-64,51,4280,1863,,health
4281,19-64,39,4281,570,,health
4282,19-64,35,4282,1427,,information
4283,19-64,29,4283,828,,arts
4284,19-64,61,4284,653,,manufacturing
4285,6-18,9,4285,1667,1,
4286,65-90,76,4286,1834,,
4287,6-18,15,4287,1062,1,
4288,6-18,14,4288,1193,0,
4289,6-18,14,4289,1610,1,
4290,19-64,35,4290,1154,,retail
4291,19-64,37,4291,694,,manufacturing
4292,19-64,47,4292,38,,retail
4293,19-64,54,4293,1907,,health
4294,19-64,26,4294,595,,construction
4295,6-18,13,4295,1810,1,
4296,6-18,14,4296,1023,0,
4297,6-18,16,4297,549,1,
4298,19-64,33,4298,1169,,retail
4299,19-64,26,4299,464,,construction
4300,65-90,69,4300,556,,
4301,6-18,13,4301,311,1,
4302,6-18,17,4302,1244,1,
4303,6-18,15,4303,1624,0,
4304,19-64,40,4304,1853,,finance
4305,19-64,58,4305,1404,,
4306,19-64,44,4306,373,,other
4307,65-90,84,4307,2069,,
4308,19-64,20,4308,102,,retail
4309,6-18,18,4309,69,1,
4310,0-5,1,4310,1275,,
4311,19-64,39,4311,1122,,retail
4312,6-18,17,4312,731,0,
4313,19-64,19,4313,146,,health
4314,0-5,4,4314,1801,,
4315,65-90,87,4315,213,,
4316,19-64,40,4316,361,,manufacturing
4317,19-64,52,4317,709,,retail
4318,19-64,46,4318,856,,finance
4319,65-90,89,4319,1490,,
4320,6-18,9,4320,1914,1,
4321,19-64,37,4321,1156,,retail
4322,19-64,21,4322,1556,,waste management
4323,65-90,70,4323,1678,,
4324,19-64,61,4324,302,,health
4325,65-90,71,4325,688,,
4326,19-64,49,4326,731,,health
4327,19-64,36,4327,1810,,retail
4328,19-64,40,4328,554,1,schools
4329,19-64,48,4329,133,,waste management
4330,65-90,88,4330,1343,,
4331,6-18,9,4331,715,1,
4332,19-64,22,4332,380,,health
4333,19-64,62,4333,1140,,other
4334,19-64,49,4334,1144,,health
4335,19-64,23,4335,340,,arts
4336,6-18,18,4336,397,1,
4337,6-18,7,4337,441,0,
4338,6-18,15,4338,1568,1,
4339,0-5,0,4339,467,,
4340,19-64,53,4340,820,,retail
4341,65-90,70,4341,1932,,
4342,6-18,16,4342,257,0,
4343,19-64,64,4343,29,,waste management
4344,19-64,52,4344,403,,waste management
4345,19-64,29,4345,289,,waste management
4346,65-90,80,4346,1862,,
4347,6-18,16,4347,704,1,
4348,19-64,35,4348,1365,,manufacturing
4349,19-64,63,4349,325,,information
4350,19-64,50,4350,746,,construction
4351,19-64,57,4351,2050,,transportation
4352,19-64,44,4352,1384,,retail
4353,65-90,86,4353,871,,
4354,6-18,13,4354,904,1,
4355,19-64,41,4355,1863,,arts
4356,19-64,64,4356,1173,,retail
4357,19-64,39,4357,120,0,schools
4358,65-90,89,4358,1044,,
4359,19-64,28,4359,423,,arts
4360,19-64,46,4360,1087,,waste management
4361,19-64,31,4361,1456,,health
4362,6-18,18,4362,744,1,
4363,19-64,19,4363,1586,,finance
4364,19-64,39,4364,1164,,health
4365,19-64,23,4365,474,,arts
4366,6-18,14,4366,408,1,
4367,65-90,68,4367,330,,
4368,65-90,71,4368,521,,
4369,6-18,9,4369,178,0,
4370,19-64,63,4370,12,,health
4371,19-64,36,4371,64,,transportation
4372,6-18,16,4372,867,0,
4373,19-64,43,4373,172,1,schools
4374,19-64,60,4374,1367,,
4375,19-64,37,4375,47,,health
4376,65-90,78,4376,1699,,
4377,65-90,67,4377,2053,,
4378,19-64,55,4378,164,,health
4379,19-64,54,4379,1135,,waste management
4380,19-64,20,4380,45,,arts
4381,19-64,54,4381,68,,waste management
4382,19-64,53,4382,834,,finance
4383,19-64,51,4383,1477,,public
4384,19-64,52,4384,1788,,transportation
4385,19-64,41,4385,1471,,waste management
4386,19-64,51,4386,1107,,construction
4387,0-5,0,4387,844,,
4388,6-18,10,4388,1674,1,
4389,19-64,26,4389,187,1,schools
4390,65-90,88,4390,105,,
4391,6-18,13,4391,1709,1,
4392,19-64,45,4392,547,,waste management
4393,65-90,73,4393,2039,,
4394,19-64,46,4394,964,,public
4395,0-5,1,4395,1282,,
4396,65-90,73,4396,1401,,
4397,19-64,20,4397,1756,,health
4398,19-64,63,4398,682,,other
4399,0-5,5,4399,619,0,
4400,0-5,4,4400,1069,,
4401,19-64,45,4401,1348,,manufacturing
4402,19-64,58,4402,2087,,waste management
4403,19-64,59,4403,77,,public
4404,0-5,3,4404,1316,,
4405,6-18,11,4405,702,1,
4406,19-64,50,4406,1249,,construction
4407,6-18,11,4407,1023,1,
4408,0-5,3,4408,243,,
4409,65-90,81,4409,1606,,
4410,19-64,39,4410,725,,waste management
4411,19-64,48,4411,723,,public
4412,19-64,23,4412,1282,,manufacturing
4413,6-18,8,4413,1345,1,
4414,6-18,14,4414,1080,1,
4415,0-5,5,4415,715,1,
4416,19-64,58,4416,1158,,construction
4417,6-18,8,4417,1062,1,
4418,19-64,34,4418,332,,other
4419,6-18,7,4419,1799,0,
4420,65-90,88,4420,791,,
4421,65-90,74,4421,1974,,
4422,19-64,33,4422,297,,retail
4423,19-64,32,4423,1448,,manufacturing
4424,19-64,29,4424,1449,,wholesale
4425,0-5,0,4425,1849,,
4426,19-64,31,4426,1203,,health
4427,19-64,31,4427,136,,arts
4428,6-18,12,4428,1956,1,
4429,19-64,23,4429,770,,other
4430,19-64,46,4430,1584,,health
4431,6-18,14,4431,124,1,
4432,19-64,62,4432,1047,,waste management
4433,19-64,32,4433,818,,other
4434,19-64,51,4434,1724,,health
4435,65-90,83,4435,1904,,
4436,6-18,15,4436,695,1,
4437,19-64,40,4437,910,,transportation
4438,6-18,11,4438,1169,1,
4439,19-64,34,4439,818,0,schools
4440,19-64,39,4440,1528,,manufacturing
4441,19-64,39,4441,1313,,waste management
4442,19-64,58,4442,1207,,waste management
4443,19-64,57,4443,1464,,waste management
4444,19-64,49,4444,42,,waste management
4445,65-90,83,4445,2061,,
4446,19-64,46,4446,1439,,manufacturing
4447,65-90,80,4447,2003,,
4448,19-64,49,4448,269,,manufacturing
4449,65-90,81,4449,712,,
4450,19-64,37,4450,520,,manufacturing
4451,19-64,33,4451,812,,manufacturing
4452,19-64,54,4452,1590,,manufacturing
4453,19-64,64,4453,2052,,manufacturing
4454,19-64,52,4454,1133,,finance
4455,65-90,87,4455,1441,,
4456,19-64,52,4456,1877,,information
4457,19-64,53,4457,1580,,manufacturing
4458,65-90,84,4458,456,,
4459,6-18,17,4459,21,1,
4460,65-90,77,4460,631,,
4461,19-64,51,4461,1887,,manufacturing
4462,65-90,69,4462,2093,,
4463,19-64,50,4463,1939,,arts
4464,19-64,63,4464,1792,,waste management
4465,19-64,59,4465,1597,,health
4466,19-64,34,4466,278,,
4467,19-64,53,4467,1881,,public
4468,19-64,43,4468,1483,,construction
4469,65-90,90,4469,2094,,
4470,19-64,63,4470,1996,,health
4471,19-64,49,4471,803,,
4472,19-64,27,4472,1558,,finance
4473,6-18,17,4473,745,1,
4474,19-64,37,4474,598,,health
4475,65-90,68,4475,1384,,
4476,19-64,42,4476,630,,public
4477,65-90,70,4477,759,,
4478,19-64,37,4478,41,,agriculture
4479,19-64,47,4479,40,,construction
4480,6-18,15,4480,773,1,
4481,19-64,64,4481,1682,,waste management
4482,19-64,23,4482,1088,,retail
4483,6-18,7,4483,1204,1,
4484,65-90,70,4484,1305,,
4485,65-90,68,4485,2079,,
4486,0-5,2,4486,265,,
4487,19-64,32,4487,858,,wholesale
4488,19-64,48,4488,87,,retail
4489,19-64,37,4489,659,,waste management
4490,65-90,76,4490,1619,,
4491,19-64,51,4491,287,,finance
4492,6-18,14,4492,1326,1,
4493,19-64,52,4493,796,,manufacturing
4494,19-64,41,4494,479,,health
4495,19-64,56,4495,511,,finance
4496,19-64,33,4496,515,,health
4497,65-90,83,4497,202,,
4498,65-90,77,4498,1989,,
4499,19-64,39,4499,192,,waste management
4500,19-64,28,4500,1350,,transportation
4501,19-64,45,4501,435,,health
4502,19-64,44,4502,133,,wholesale
4503,19-64,38,4503,1636,,finance
4504,19-64,50,4504,707,,waste management
4505,19-64,61,4505,1541,,manufacturing
4506,65-90,69,4506,860,,
4507,19-64,29,4507,562,,retail
4508,65-90,71,4508,1881,,
4509,6-18,9,4509,323,0,
4510,19-64,61,4510,1769,,waste management
4511,19-64,40,4511,1523,,health
4512,6-18,8,4512,1571,0,
4513,19-64,48,4513,1709,,health
4514,19-64,20,4514,151,,retail
4515,19-64,49,4515,25,,manufacturing
4516,19-64,40,4516,1256,,waste management
4517,19-64,32,4517,1569,,construction
4518,19-64,58,4518,2013,,manufacturing
4519,65-90,69,4519,835,,
4520,19-64,21,4520,291,,health
4521,19-64,63,4521,1418,,health
4522,19-64,51,4522,1880,,construction
4523,19-64,60,4523,706,,waste management
4524,6-18,13,4524,1594,1,
4525,6-18,9,4525,1306,0,
4526,19-64,34,4526,1411,,transportation
4527,19-64,55,4527,1572,,finance
4528,19-64,27,4528,605,,manufacturing
4529,19-64,59,4529,1832,,retail
4530,6-18,18,4530,1873,0,
4531,65-90,70,4531,1346,,
4532,19-64,58,4532,1837,,manufacturing
4533,65-90,66,4533,2066,,
4534,19-64,62,4534,1039,,other
4535,19-64,55,4535,91,,manufacturing
4536,6-18,7,4536,546,1,
4537,6-18,17,4537,136,1,
4538,19-64,52,4538,1211,,health
4539,65-90,82,4539,2037,,
4540,65-90,80,4540,1710,,
4541,19-64,44,4541,591,,retail
4542,19-64,46,4542,961,,manufacturing
4543,6-18,17,4543,833,1,
4544,65-90,71,4544,1912,,
4545,19-64,39,4545,1070,,
4546,19-64,43,4546,1408,,retail
4547,19-64,20,4547,850,,public
4548,65-90,71,4548,1739,,
4549,19-64,36,4549,111,,retail
4550,19-64,53,4550,1411,,manufacturing
4551,19-64,55,4551,1727,,public
4552,65-90,82,4552,217,,
4553,0-5,2,4553,794,,
4554,19-64,34,4554,866,,other
4555,19-64,60,4555,2046,,manufacturing
4556,65-90,74,4556,1545,,
4557,19-64,38,4557,1842,,health
4558,19-64,23,4558,1075,,health
4559,0-5,2,4559,1731,,
4560,6-18,9,4560,1626,1,
4561,19-64,48,4561,1820,,retail
4562,65-90,90,4562,2073,,
4563,19-64,47,4563,147,,retail
4564,19-64,51,4564,1957,,manufacturing
4565,19-64,45,4565,823,,
4566,65-90,85,4566,1274,,
4567,19-64,55,4567,1413,,retail
4568,65-90,68,4568,1998,,
4569,0-5,5,4569,1744,0,
4570,19-64,54,4570,1814,,health
4571,19-64,32,4571,883,,public
4572,19-64,54,4572,1497,,retail
4573,19-64,36,4573,1316,,arts
4574,6-18,15,4574,1833,1,
4575,65-90,86,4575,1458,,
4576,6-18,13,4576,17,0,
4577,0-5,0,4577,1104,,
4578,6-18,12,4578,1796,1,
4579,19-64,41,4579,508,,manufacturing
4580,65-90,84,4580,1919,,
4581,19-64,30,4581,1448,,construction
4582,19-64,51,4582,1612,,waste management
4583,19-64,25,4583,999,,health
4584,19-64,42,4584,1406,,health
4585,19-64,40,4585,1287,,manufacturing
4586,19-64,61,4586,1734,,health
4587,19-64,63,4587,1453,,health
4588,19-64,39,4588,1309,,transportation
4589,19-64,52,4589,927,,manufacturing
4590,19-64,24,4590,1660,,waste management
4591,19-64,27,4591,1135,,finance
4592,19-64,20,4592,1578,,wholesale
4593,19-64,55,4593,1287,,health
4594,19-64,40,4594,1583,,construction
4595,19-64,37,4595,1479,,transportation
4596,0-5,0,4596,2049,,
4597,6-18,15,4597,1864,1,
4598,65-90,73,4598,1262,,
4599,19-64,44,4599,506,,wholesale
4600,6-18,12,4600,1192,1,
4601,19-64,31,4601,1648,,health
4602,6-18,6,4602,560,1,
4603,19-64,64,4603,1304,,construction
4604,19-64,21,4604,144,,finance
4605,6-18,17,4605,1849,1,
4606,65-90,89,4606,1767,,
4607,19-64,36,4607,376,,manufacturing
4608,19-64,22,4608,318,,agriculture
4609,19-64,26,4609,695,,agriculture
4610,19-64,47,4610,136,,manufacturing
4611,19-64,41,4611,1140,,finance
4612,6-18,6,4612,1768,1,
4613,0-5,0,4613,1627,,
4614,6-18,15,4614,280,0,
4615,19-64,32,4615,1996,,health
4616,19-64,40,4616,970,,manufacturing
4617,19-64,39,4617,1037,,public
4618,19-64,31,4618,1826,,health
4619,0-5,5,4619,1249,1,
4620,65-90,89,4620,279,,
4621,0-5,3,4621,64,,
4622,19-64,21,4622,59,,retail
4623,65-90,71,4623,16,,
4624,19-64,39,4624,916,,health
4625,19-64,43,4625,1386,,health
4626,6-18,6,4626,1925,0,
4627,65-90,86,4627,1067,,
4628,19-64,41,4628,266,,manufacturing
4629,65-90,82,4629,1329,,
4630,65-90,76,4630,831,,
4631,19-64,60,4631,458,,retail
4632,19-64,64,4632,893,,finance
4633,6-18,16,4633,254,0,
4634,19-64,38,4634,1595,,information
4635,19-64,64,4635,411,,health
4636,65-90,86,4636,544,,
4637,6-18,12,4637,742,1,
4638,19-64,26,4638,1005,,health
4639,19-64,51,4639,1391,,waste management
4640,19-64,47,4640,1356,,public
4641,19-64,39,4641,568,,health
4642,19-64,34,4642,1003,,health
4643,65-90,72,4643,2049,,
4644,19-64,49,4644,1149,,information
4645,65-90,79,4645,2065,,
4646,19-64,51,4646,1639,,construction
4647,19-64,28,4647,1347,,public
4648,19-64,57,4648,1977,,finance
4649,19-64,44,4649,512,,health
4650,19-64,39,4650,930,,transportation
4651,19-64,20,4651,1598,,health
4652,65-90,78,4652,2089,,
4653,65-90,83,4653,55,,
4654,19-64,19,4654,448,,retail
4655,6-18,6,4655,1807,0,
4656,19-64,37,4656,1189,,arts
4657,6-18,14,4657,33,1,
4658,19-64,59,4658,587,,health
4659,19-64,42,4659,1906,,health
4660,19-64,26,4660,1473,,arts
4661,19-64,54,4661,1560,,manufacturing
4662,19-64,46,4662,900,,arts
4663,19-64,22,4663,464,,information
4664,19-64,36,4664,1142,,
4665,6-18,8,4665,1610,0,
4666,19-64,44,4666,845,,waste management
4667,19-64,44,4667,779,,health
4668,19-64,62,4668,478,,retail
4669,6-18,6,4669,1411,1,
4670,19-64,32,4670,344,,manufacturing
4671,6-18,14,4671,1356,1,
4672,19-64,23,4672,419,,other
4673,6-18,7,4673,1141,1,
4674,19-64,64,4674,1671,,waste management
4675,19-64,61,4675,1103,,manufacturing
4676,19-64,59,4676,1755,,retail
4677,19-64,41,4677,859,,public
4678,19-64,22,4678,798,,health
4679,0-5,2,4679,1568,,
4680,19-64,36,4680,1401,,finance
4681,19-64,29,4681,162,,retail
4682,65-90,68,4682,1610,,
4683,19-64,51,4683,772,,construction
4684,19-64,39,4684,1199,,retail
4685,19-64,59,4685,1749,,retail
4686,6-18,15,4686,494,0,
4687,65-90,71,4687,2086,,
4688,19-64,27,4688,1395,,health
4689,19-64,52,4689,226,,health
4690,6-18,9,4690,281,1,
4691,6-18,12,4691,1568,1,
4692,19-64,56,4692,988,,waste management
4693,6-18,9,4693,1614,0,
4694,19-64,27,4694,1140,,arts
4695,6-18,17,4695,153,1,
4696,19-64,63,4696,1357,,other
4697,6-18,18,4697,388,1,
4698,19-64,25,4698,514,,manufacturing
4699,0-5,4,4699,1653,,
4700,19-64,21,4700,1185,,manufacturing
4701,19-64,34,4701,550,,construction
4702,19-64,19,4702,767,,arts
4703,65-90,72,4703,1358,,
4704,65-90,85,4704,1565,,
4705,19-64,25,4705,365,,construction
4706,19-64,52,4706,1823,,waste management
4707,19-64,23,4707,540,,health
4708,19-64,48,4708,664,,arts
4709,0-5,3,4709,1311,,
4710,19-64,63,4710,438,,public
4711,19-64,48,4711,1304,,health
4712,19-64,45,4712,137,,transportation
4713,19-64,23,4713,1348,,
4714,6-18,14,4714,1473,0,
4715,65-90,77,4715,1875,,
4716,19-64,26,4716,1109,,finance
4717,19-64,21,4717,193,,wholesale
4718,19-64,19,4718,1113,,transportation
4719,19-64,45,4719,49,,health
4720,65-90,76,4720,1624,,
4721,19-64,63,4721,1956,,waste management
4722,19-64,40,4722,1406,,health
4723,19-64,39,4723,468,,finance
4724,65-90,72,4724,1125,,
4725,19-64,32,4725,1741,,transportation
4726,0-5,3,4726,1761,,
4727,65-90,80,4727,1860,,
4728,6-18,11,4728,2037,1,
4729,19-64,19,4729,432,,waste management
4730,19-64,46,4730,1416,,health
4731,6-18,10,4731,1361,1,
4732,65-90,89,4732,403,,
4733,6-18,13,4733,992,0,
4734,6-18,7,4734,133,1,
4735,19-64,53,4735,188,,arts
4736,65-90,75,4736,2018,,
4737,19-64,37,4737,874,,health
4738,19-64,44,4738,702,,health
4739,6-18,6,4739,779,1,
4740,19-64,35,4740,1515,,waste management
4741,19-64,46,4741,1931,,manufacturing
4742,65-90,67,4742,1687,,
4743,19-64,62,4743,276,,waste management
4744,19-64,30,4744,1782,,waste management
4745,65-90,73,4745,2084,,
4746,19-64,63,4746,612,,transportation
4747,19-64,37,4747,239,,health
4748,19-64,57,4748,1390,,other
4749,65-90,85,4749,1022,,
